Provincia,Partido,Localidad,Link Indec,ADSL,CABLEMODEM,DIAL UP,FIBRA OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS,Total general,
CHUBUT,Río Senguer,Aldea Beleiro,26084020,- 0,- 0,- 0,- 0,- 0,2,- 0,- 0,2,
CHUBUT,Río Senguer,Alto Río Senguer,26084030,- 0,- 0,1,- 0,- 0,2,- 0,1,4,
CHUBUT,Río Senguer,Doctor Ricardo Rojas,26084040,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
CHUBUT,Río Senguer,Facundo,26084050,- 0,- 0,- 0,- 0,- 0,1,- 0,41,42,
CHUBUT,Río Senguer,Lago Blanco,26084060,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
CHUBUT,Río Senguer,Río Mayo,26084070,- 0,- 0,- 0,4,- 0,2,- 0,180,186,
CHUBUT,Sarmiento,Buen Pasto,26091010,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
CHUBUT,Sarmiento,SARMIENTO,26091020,2.133,1,- 0,712,- 0,1,- 0,277,3.124,
CHUBUT,Tehuelches,Gobernador Costa,26098020,- 0,- 0,1,- 0,- 0,- 0,- 0,- 0,1,
CHUBUT,Tehuelches,José de San Martín,26098030,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
CHUBUT,Tehuelches,Río Pico,26098040,- 0,- 0,1,- 0,- 0,2,- 0,- 0,3,
CHUBUT,Telsen,Gan Gan,26105010,- 0,- 0,- 0,- 0,1,1,- 0,11,13,
CHUBUT,Telsen,Telsen,26105020,- 0,16,- 0,- 0,- 0,4,- 0,42,62,
CORDOBA,Calamuchita,Amboy,14007010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,19,19,
CORDOBA,Calamuchita,Cañada del Sauce,14007030,1,- 0,- 0,- 0,- 0,- 0,- 0,- 0,1,
CORDOBA,Calamuchita,Capilla Vieja,14007040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,5,5,
CORDOBA,Calamuchita,El Corcovado - El Torreón,14007050,52,- 0,- 0,- 0,- 0,- 0,- 0,30,82,
CORDOBA,Calamuchita,Embalse,14007060,- 0,- 0,- 0,1.467,- 0,1,- 0,1.877,3.345,
CORDOBA,Calamuchita,La Cruz,14007070,13,- 0,- 0,- 0,- 0,- 0,- 0,362,375,
CORDOBA,Calamuchita,La Cumbrecita,14007080,- 0,- 0,- 0,- 0,- 0,- 0,- 0,250,250,
CORDOBA,Calamuchita,Las Bajadas,14007090,- 0,- 0,- 0,- 0,- 0,- 0,- 0,16,16,
CORDOBA,Calamuchita,Los Cóndores,14007110,423,- 0,- 0,- 0,- 0,1,- 0,507,931,
CORDOBA,Calamuchita,Los Molinos,14007120,- 0,- 0,- 0,- 0,- 0,- 0,- 0,42,42,
CORDOBA,Calamuchita,Los Reartes,14007130,30,- 0,- 0,342,- 0,1,- 0,375,748,
CORDOBA,Calamuchita,Parque Calmayo,14007160,- 0,- 0,- 0,- 0,- 0,- 0,- 0,36,36,
CORDOBA,Calamuchita,San Agustín,14007180,110,- 0,- 0,- 0,- 0,- 0,- 0,1,111,
CORDOBA,Calamuchita,San Ignacio (Loteo San Javier),14007190,- 0,- 0,- 0,- 0,- 0,- 0,- 0,11,11,
CORDOBA,Calamuchita,Santa Rosa de Calamuchita,14007210,1.355,815,- 0,119,- 0,- 0,- 0,3.079,5.368,
CORDOBA,Calamuchita,Villa Alpina,14007240,- 0,- 0,- 0,- 0,- 0,- 0,- 0,2,2,
CORDOBA,Calamuchita,Villa Amancay,14007250,- 0,- 0,- 0,- 0,- 0,- 0,- 0,39,39,
CORDOBA,Calamuchita,Villa Berna,14007260,31,- 0,- 0,- 0,- 0,- 0,- 0,6,37,
CORDOBA,Calamuchita,Villa Ciudad Parque Los Reartes (1a. Sección),14007270,- 0,- 0,- 0,- 0,- 0,- 0,- 0,219,219,
CORDOBA,Calamuchita,Villa Ciudad Parque Los Reartes (3a. Sección),14007170,- 0,- 0,- 0,- 0,- 0,- 0,- 0,8,8,
CORDOBA,Calamuchita,Villa del Dique,14007290,555,- 0,- 0,256,128,- 0,- 0,866,1.805,
CORDOBA,Calamuchita,Villa General Belgrano,14007310,- 0,31,- 0,- 0,- 0,1,- 0,1.129,1.161,
CORDOBA,Calamuchita,Villa Quillinzo,14007330,- 0,- 0,- 0,- 0,- 0,- 0,- 0,84,84,
CORDOBA,Calamuchita,Villa Rumipal,14007340,- 0,- 0,- 0,43,- 0,- 0,- 0,937,980,
CORDOBA,Calamuchita,Villa San Miguel,14007170,- 0,- 0,- 0,- 0,- 0,- 0,- 0,5,5,
CORDOBA,Calamuchita,Villa Yacanto,14007360,- 0,- 0,- 0,- 0,- 0,- 0,- 0,7,7,
CORDOBA,Calamuchita,Las Caleras,14007100,- 0,- 0,- 0,- 0,- 0,- 0,- 0,7,7,
CORDOBA,Calamuchita,San Ignacio (Loteo Vélez Crespo),14007170,- 0,- 0,- 0,- 0,- 0,- 0,- 0,9,9,
CORDOBA,Calamuchita,Segunda Usina,14007220,- 0,- 0,- 0,- 0,- 0,- 0,- 0,61,61,
CORDOBA,Calamuchita,Río de los Sauces,14007170,- 0,- 0,- 0,- 0,- 0,- 0,- 0,1,1,
CORDOBA,Calamuchita,Villa Ciudad Parque Los Reartes,14007170,- 0,400,- 0,- 0,- 0,- 0,- 0,- 0,400,
CORDOBA,Capital,Córdoba,14014010,58.016,222.667,44,208.950,1.218,11,- 0,4.276,495.182,
CORDOBA,Capital,OTROS,Sin Datos,- 0,- 0,- 0,- 0,- 0,- 0,- 0,695,695,
CORDOBA,Colón,Agua de Oro,14021010,370,- 0,- 0,65,- 0,- 0,- 0,65,500,
CORDOBA,Colón,Ascochinga,14021020,124,- 0,- 0,1,- 0,- 0,- 0,- 0,125,
CORDOBA,Colón,Colonia Caroya,14021050,1.132,505,- 0,6.155,- 0,- 0,- 0,31,7.823,
CORDOBA,Colón,El Manzano,14021110,125,- 0,- 0,- 0,- 0,- 0,- 0,20,145,
CORDOBA,Colón,General Paz,14021130,167,- 0,- 0,- 0,- 0,- 0,- 0,- 0,167,
CORDOBA,Colón,Jesús María,14021140,1.133,3.877,- 0,6.526,- 0,- 0,- 0,15,11.551,
CORDOBA,Colón,La Calera,14021150,1.197,6.525,- 0,1.352,316,1,- 0,496,9.887,
CORDOBA,Colón,La Granja,14021160,437,- 0,- 0,1,- 0,- 0,- 0,26,464,
CORDOBA,Colón,Los Molles,14021180,- 0,- 0,- 0,- 0,- 0,2,- 0,- 0,2,
CORDOBA,Colón,Malvinas Argentinas,14021190,1.122,- 0,- 0,291,- 0,- 0,- 0,229,1.642,
CORDOBA,Colón,Mendiolaza,14021200,821,2.606,- 0,841,2,- 0,- 0,195,4.465,
CORDOBA,Colón,OTROS,Sin Datos,- 0,- 0,- 0,- 0,- 0,- 0,- 0,287,287,
CORDOBA,Colón,Pajas Blancas,14021220,- 0,- 0,- 0,- 0,- 0,- 0,- 0,19,19,
CORDOBA,Colón,Río Ceballos,14021230,1.049,5.510,- 0,4,1,2,- 0,444,7.010,
CORDOBA,Colón,Saldán,14021240,69,4.193,- 0,73,- 0,- 0,- 0,270,4.605,
CORDOBA,Colón,Salsipuedes,14021250,891,467,- 0,9,- 0,- 0,- 0,387,1.754,
CORDOBA,Colón,Unquillo,14021280,2.198,873,- 0,905,- 0,- 0,- 0,603,4.579,
CORDOBA,Colón,Villa Allende,14021290,1,6.366,- 0,1.885,4,- 0,- 0,345,8.601,
CORDOBA,Colón,Villa Cerro Azul,14021300,75,- 0,- 0,- 0,- 0,- 0,- 0,20,95,
CORDOBA,Colón,Villa El Fachinal - Parque Norte - Guiñazú Norte,14021310,388,- 0,- 0,- 0,- 0,1,- 0,- 0,389,
CORDOBA,Colón,Villa Los Llanos - Juárez Celman,14021320,508,- 0,- 0,499,- 0,- 0,- 0,360,1.367,
CORDOBA,Colón,Dumesnil,14021270,- 0,- 0,- 0,34,- 0,- 0,- 0,- 0,34,
CORDOBA,Colón,Mi Granja,14021210,- 0,- 0,- 0,5,- 0,- 0,- 0,- 0,5,
CORDOBA,Cruz del Eje,Alto de los Quebrachos,14028010,- 0,- 0,- 0,- 0,6,- 0,- 0,1,7,
CORDOBA,Cruz del Eje,Bañado de Soto,14028020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,8,8,
CORDOBA,Cruz del Eje,Canteras Quilpo,14028030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,2,2,
CORDOBA,Cruz del Eje,Cruz de Caña,14028040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,2,2,
CORDOBA,Cruz del Eje,Cruz del Eje,14028050,1.565,1.733,- 0,3.055,- 0,- 0,- 0,575,6.928,
CORDOBA,Cruz del Eje,El Brete,14028060,- 0,- 0,- 0,1,- 0,- 0,- 0,65,66,
CORDOBA,Cruz del Eje,Guanaco Muerto,14028080,- 0,- 0,- 0,- 0,- 0,- 0,- 0,17,17,
CORDOBA,Cruz del Eje,La Banda,14028090,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
CORDOBA,Cruz del Eje,La Batea,14028100,- 0,- 0,- 0,- 0,- 0,- 0,- 0,1,1,
CORDOBA,Cruz del Eje,La Higuera,14028110,18,- 0,- 0,- 0,- 0,- 0,- 0,2,20,
CORDOBA,Cruz del Eje,Las Playas,14028130,- 0,- 0,- 0,1,- 0,- 0,- 0,176,177,
CORDOBA,Cruz del Eje,Los Chañaritos,14028140,- 0,- 0,- 0,1,- 0,- 0,- 0,9,10,
CORDOBA,Cruz del Eje,Media Naranja,14028150,- 0,- 0,- 0,- 0,- 0,- 0,- 0,60,60,
CORDOBA,Cruz del Eje,Paso Viejo,14028160,72,- 0,- 0,- 0,- 0,- 0,- 0,21,93,
CORDOBA,Cruz del Eje,San Marcos Sierra,14028170,- 0,16,- 0,429,- 0,- 0,- 0,199,644,
CORDOBA,Cruz del Eje,Serrezuela,14028180,102,- 0,- 0,10,- 0,- 0,- 0,2,114,
CORDOBA,Cruz del Eje,Tuclame,14028190,- 0,- 0,- 0,- 0,- 0,- 0,- 0,3,3,
CORDOBA,Cruz del Eje,Villa de Soto,14028200,625,- 0,- 0,341,- 0,2,- 0,293,1.261,
CORDOBA,General Roca,Del Campillo,14035010,1.050,- 0,- 0,- 0,- 0,1,- 0,- 0,1.051,
CORDOBA,General Roca,Hipólito Bouchard,14035030,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
CORDOBA,General Roca,Huinca Renancó,14035040,572,- 0,1,1.294,- 0,- 0,- 0,1.097,2.964,
CORDOBA,General Roca,ITALÓ,14035050,- 0,- 0,- 0,- 0,171,- 0,- 0,- 0,171,
CORDOBA,General Roca,Nicolás Bruzzone,14035070,- 0,- 0,- 0,- 0,- 0,- 0,- 0,91,91,
CORDOBA,General Roca,PINCÉN,14035090,- 0,- 0,- 0,- 0,9,- 0,- 0,- 0,9,
CORDOBA,General Roca,Villa Huidobro,14035120,- 0,789,10,2,- 0,1,- 0,1.099,1.901,
CORDOBA,General Roca,Villa Valeria,14035140,632,- 0,- 0,- 0,- 0,1,- 0,216,849,
CORDOBA,General Roca,Santa Magdalena (Est. Jovita),14035110,- 0,1.666,- 0,37,- 0,- 0,- 0,82,1.785,
CORDOBA,General San Martín,Arroyo Cabral,14042020,4,393,- 0,2,- 0,1,- 0,276,676,
CORDOBA,General San Martín,Ausonia,14042030,- 0,- 0,- 0,1,- 0,- 0,- 0,- 0,1,
CORDOBA,General San Martín,Chazón,14042040,- 0,388,- 0,- 0,- 0,- 0,- 0,- 0,388,
CORDOBA,General San Martín,Etruria,14042050,47,1,- 0,- 0,2,1,- 0,- 0,51,
CORDOBA,General San Martín,La Laguna,14042060,524,- 0,- 0,- 0,- 0,- 0,- 0,- 0,524,
CORDOBA,General San Martín,La Playosa,14042080,650,- 0,- 0,- 0,- 0,1,- 0,70,721,
CORDOBA,General San Martín,Pasco,14042110,- 0,- 0,- 0,1,- 0,- 0,- 0,- 0,1,
CORDOBA,General San Martín,Silvio Pellico,14042130,150,- 0,- 0,- 0,- 0,- 0,- 0,65,215,
CORDOBA,General San Martín,Ticino,14042140,- 0,663,- 0,6,- 0,2,- 0,- 0,671,
CORDOBA,General San Martín,Tío Pujio,14042150,567,- 0,- 0,2,- 0,- 0,- 0,53,622,
CORDOBA,General San Martín,Villa María,14042170,2.354,15.284,- 0,10.543,- 0,1,- 0,2.022,30.204,
CORDOBA,General San Martín,Villa Nueva,14042180,1.120,2.288,- 0,1.001,1,1,- 0,993,5.404,
CORDOBA,General San Martín,Arroyo Algodón,14042010,- 0,- 0,- 0,1,- 0,- 0,- 0,- 0,1,
CORDOBA,Ischilín,Chuña,14049030,- 0,- 0,- 0,- 0,- 0,2,- 0,102,104,
CORDOBA,Ischilín,Copacabana,14049040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,12,12,
CORDOBA,Ischilín,Deán Funes,14049050,1.950,1.948,- 0,263,- 0,1,- 0,- 0,4.162,
CORDOBA,Ischilín,Esquina del Alambre,14049060,- 0,- 0,- 0,- 0,- 0,- 0,- 0,1,1,
CORDOBA,Ischilín,Olivares de San Nicolás,14049090,- 0,- 0,- 0,- 0,- 0,- 0,- 0,1,1,
CORDOBA,Ischilín,Quilino,14049100,205,- 0,- 0,94,- 0,- 0,- 0,- 0,299,
CORDOBA,Ischilín,Villa Quilino,14049130,- 0,- 0,- 0,36,- 0,- 0,- 0,- 0,36,
CORDOBA,Juárez Celman,Alejandro Roca (Est. Alejandro),14056010,439,- 0,- 0,- 0,- 0,- 0,- 0,235,674,
CORDOBA,Juárez Celman,Bengolea,14056030,- 0,- 0,- 0,269,- 0,- 0,- 0,- 0,269,
CORDOBA,Juárez Celman,Carnerillo,14056040,129,- 0,- 0,505,23,1,- 0,222,880,
CORDOBA,Juárez Celman,Charras,14056050,- 0,- 0,- 0,1,- 0,- 0,- 0,12,13,
CORDOBA,Juárez Celman,General Cabrera,14056070,986,- 0,- 0,- 0,- 0,- 0,- 0,- 0,986,
CORDOBA,Juárez Celman,General Deheza,14056080,10,1.126,- 0,3.464,- 0,- 0,- 0,- 0,4.600,
CORDOBA,Juárez Celman,Huanchillas,14056090,- 0,- 0,- 0,11,- 0,- 0,- 0,- 0,11,
CORDOBA,Juárez Celman,La Carlota,14056100,986,- 0,- 0,- 0,- 0,- 0,- 0,- 0,986,
CORDOBA,Juárez Celman,Los Cisnes,14056110,2,165,- 0,- 0,- 0,- 0,- 0,- 0,167,
CORDOBA,Juárez Celman,Olaeta,14056120,- 0,65,- 0,- 0,- 0,- 0,- 0,- 0,65,
CORDOBA,Juárez Celman,Santa Eufemia,14056150,- 0,587,- 0,- 0,- 0,1,- 0,57,645,
CORDOBA,Juárez Celman,Ucacha,14056160,143,1.747,- 0,1,- 0,- 0,- 0,59,1.950,
CORDOBA,Juárez Celman,Villa Reducción,14056170,- 0,- 0,- 0,- 0,- 0,- 0,- 0,232,232,
CORDOBA,Marcos Juárez,Alejo Ledesma,14063010,- 0,- 0,- 0,1,- 0,3,- 0,79,83,
CORDOBA,Marcos Juárez,Arias,14063020,493,- 0,- 0,- 0,- 0,- 0,- 0,- 0,493,
CORDOBA,Marcos Juárez,Camilo Aldao,14063030,1.155,- 0,- 0,- 0,- 0,1,- 0,- 0,1.156,
CORDOBA,Marcos Juárez,Colonia Italiana,14063070,- 0,158,- 0,- 0,31,- 0,- 0,10,199,
CORDOBA,Marcos Juárez,Corral de Bustos,14063090,752,4.591,- 0,1.027,1.796,- 0,- 0,46,8.212,
CORDOBA,Marcos Juárez,Cruz Alta,14063100,669,- 0,- 0,1,- 0,1,- 0,- 0,671,
CORDOBA,Marcos Juárez,General Baldissera,14063110,451,- 0,- 0,- 0,- 0,1,- 0,- 0,452,
CORDOBA,Marcos Juárez,General Roca,14063120,1.127,- 0,- 0,1,- 0,2,- 0,- 0,1.130,
CORDOBA,Marcos Juárez,Guatimozín,14063130,170,- 0,- 0,601,596,1,- 0,30,1.398,
CORDOBA,Marcos Juárez,Inriville,14063140,233,- 0,- 0,- 0,- 0,- 0,- 0,89,322,
CORDOBA,Marcos Juárez,Isla Verde,14063150,765,262,- 0,- 0,- 0,- 0,- 0,- 0,1.027,
CORDOBA,Marcos Juárez,Leones,14063160,167,2.548,- 0,1,- 0,- 0,- 0,23,2.739,
CORDOBA,Marcos Juárez,Los Surgentes,14063170,757,- 0,- 0,6,- 0,1,- 0,- 0,764,
CORDOBA,Marcos Juárez,Marcos Juárez,14063180,652,9.716,- 0,2,- 0,- 0,- 0,239,10.609,
CORDOBA,Marcos Juárez,Monte Buey,14063190,1.563,- 0,- 0,- 0,- 0,- 0,- 0,- 0,1.563,
CORDOBA,Marcos Juárez,Villa Elisa,14063230,1.031,- 0,12,- 0,- 0,- 0,- 0,- 0,1.043,
CORDOBA,Marcos Juárez,Saira,14063210,234,- 0,- 0,- 0,- 0,- 0,- 0,- 0,234,
CORDOBA,Marcos Juárez,Capitán General Bernardo O'Higgins,14063040,- 0,- 0,- 0,30,- 0,- 0,- 0,141,171,
CORDOBA,Marcos Juárez,Cavanagh,14063050,- 0,- 0,- 0,- 0,- 0,- 0,- 0,322,322,
CORDOBA,Minas,Ciénaga del Coro,14070010,- 0,- 0,- 0,1,- 0,- 0,- 0,64,65,
CORDOBA,Minas,La Playa,14070050,- 0,- 0,- 0,- 0,- 0,- 0,- 0,53,53,
CORDOBA,Minas,San Carlos Minas,14070060,204,- 0,- 0,2,- 0,- 0,- 0,290,496,
CORDOBA,Minas,Tosno,14070080,- 0,- 0,- 0,- 0,- 0,- 0,- 0,27,27,
CORDOBA,Minas,El Chacho,14070020,- 0,- 0,- 0,1,- 0,- 0,- 0,173,174,
CORDOBA,Minas,Estancia de Guadalupe,14070030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,35,35,
CORDOBA,Minas,Guasapampa,14070040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,34,34,
CORDOBA,Minas,Talaini,14070070,- 0,- 0,- 0,- 0,- 0,- 0,- 0,23,23,
CORDOBA,OTROS,OTROS,Sin Datos,- 0,- 0,- 0,- 0,485,- 0,- 0,268,753,
CORDOBA,Pocho,Chancani,14077010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,97,97,
CORDOBA,Pocho,Las Palmas,14077020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,9,9,
CORDOBA,Pocho,Salsacate,14077040,155,- 0,- 0,3,- 0,1,- 0,298,457,
CORDOBA,Pocho,Villa de Pocho,14077080,- 0,- 0,- 0,- 0,- 0,- 0,- 0,40,40,
CORDOBA,Pocho,Los Talares,14077030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,39,39,
CORDOBA,Pocho,San Gerónimo,14077050,- 0,- 0,- 0,- 0,- 0,- 0,- 0,11,11,
CORDOBA,Pocho,Tala Cañada,14077060,- 0,- 0,- 0,- 0,- 0,- 0,- 0,39,39,
CORDOBA,Pocho,Taninga,14077070,- 0,- 0,- 0,- 0,- 0,- 0,- 0,167,167,
CORDOBA,Presidente Roque Sáenz Peña,General Levalle,14084010,3,2.441,- 0,1,29,- 0,- 0,148,2.622,
CORDOBA,Presidente Roque Sáenz Peña,La Cesira,14084020,395,- 0,- 0,2,17,1,- 0,38,453,
CORDOBA,Presidente Roque Sáenz Peña,Laboulaye,14084030,1.088,5.570,- 0,1,1,- 0,- 0,668,7.328,
CORDOBA,Presidente Roque Sáenz Peña,Melo,14084050,- 0,- 0,- 0,10,21,- 0,- 0,389,420,
CORDOBA,Presidente Roque Sáenz Peña,Río Bamba,14084060,- 0,- 0,- 0,- 0,- 0,- 0,- 0,29,29,
CORDOBA,Presidente Roque Sáenz Peña,Rosales,14084070,- 0,- 0,- 0,- 0,- 0,- 0,- 0,132,132,
CORDOBA,Presidente Roque Sáenz Peña,Serrano,14084090,- 0,1.033,- 0,- 0,- 0,1,- 0,81,1.115,
CORDOBA,Presidente Roque Sáenz Peña,San Joaquín,14084080,- 0,- 0,- 0,- 0,- 0,- 0,- 0,42,42,
CORDOBA,Presidente Roque Sáenz Peña,Leguizamón,14084040,- 0,- 0,- 0,1,- 0,- 0,- 0,- 0,1,
CORDOBA,Punilla,Bialet Massé,14091020,941,- 0,- 0,1,- 0,- 0,- 0,333,1.275,
CORDOBA,Punilla,Cabalango,14091030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,207,207,
CORDOBA,Punilla,Capilla del Monte,14091040,1.643,457,- 0,- 0,- 0,- 0,- 0,282,2.382,
CORDOBA,Punilla,Casa Grande,14091050,- 0,- 0,- 0,- 0,- 0,- 0,- 0,57,57,
CORDOBA,Punilla,Charbonier,14091060,- 0,- 0,- 0,- 0,- 0,- 0,- 0,102,102,
CORDOBA,Punilla,Cosquín,14091070,1.307,4.694,- 0,- 0,- 0,- 0,- 0,113,6.114,
CORDOBA,Punilla,Cuesta Blanca,14091080,- 0,- 0,- 0,- 0,- 0,- 0,- 0,40,40,
CORDOBA,Punilla,Estancia Vieja,14091090,- 0,- 0,- 0,- 0,- 0,- 0,- 0,216,216,
CORDOBA,Punilla,Huerta Grande,14091100,- 0,109,- 0,416,- 0,- 0,- 0,103,628,
CORDOBA,Punilla,La Cumbre,14091110,1.044,- 0,- 0,- 0,- 0,- 0,- 0,175,1.219,
CORDOBA,Punilla,La Falda,14091120,1.336,4.689,- 0,8,- 0,- 0,- 0,26,6.059,
CORDOBA,Punilla,Las Jarillas,14091130,- 0,- 0,- 0,- 0,- 0,- 0,- 0,4,4,
CORDOBA,Punilla,Los Cocos,14091140,206,- 0,- 0,- 0,- 0,- 0,- 0,52,258,
CORDOBA,Punilla,Mayu Sumaj,14091160,- 0,128,- 0,- 0,- 0,- 0,- 0,49,177,
CORDOBA,Punilla,San Antonio de Arredondo,14091180,- 0,1.322,- 0,1,- 0,- 0,- 0,112,1.435,
CORDOBA,Punilla,San Esteban,14091190,62,- 0,- 0,- 0,- 0,- 0,- 0,42,104,
CORDOBA,Punilla,San Roque,14091200,- 0,- 0,- 0,- 0,- 0,- 0,- 0,233,233,
CORDOBA,Punilla,Santa María de Punilla,14091210,1.273,- 0,- 0,2,1,- 0,- 0,113,1.389,
CORDOBA,Punilla,Tala Huasi,14091220,- 0,- 0,- 0,- 0,- 0,- 0,- 0,15,15,
CORDOBA,Punilla,Tanti,14091230,- 0,- 0,- 0,- 0,225,- 0,- 0,373,598,
CORDOBA,Punilla,Valle Hermoso,14091240,913,16,- 0,- 0,- 0,- 0,- 0,116,1.045,
CORDOBA,Punilla,Villa Carlos Paz,14091250,1.857,21.973,- 0,6,1,2,- 0,642,24.481,
CORDOBA,Punilla,Villa Giardino,14091270,992,- 0,- 0,365,- 0,- 0,- 0,253,1.610,
CORDOBA,Punilla,Villa Parque Siquimán,14091290,- 0,- 0,- 0,- 0,- 0,- 0,- 0,285,285,
CORDOBA,Punilla,Villa Río Icho Cruz,14091300,- 0,- 0,- 0,- 0,- 0,- 0,- 0,147,147,
CORDOBA,Punilla,Villa Santa Cruz del Lago,14091320,272,- 0,- 0,- 0,- 0,- 0,- 0,279,551,
CORDOBA,Río Cuarto,Achiras,14098010,- 0,- 0,- 0,50,- 0,- 0,- 0,258,308,
CORDOBA,Río Cuarto,Adelia María,14098020,353,2.469,- 0,15,- 0,- 0,- 0,179,3.016,
CORDOBA,Río Cuarto,Alcira (Est. Gigena),14098030,464,- 0,- 0,883,- 0,1,- 0,- 0,1.348,
CORDOBA,Río Cuarto,ALPA CORRAL,14098040,- 0,- 0,- 0,- 0,160,- 0,- 0,- 0,160,
CORDOBA,Río Cuarto,Berrotarán,14098050,609,1.445,- 0,2,- 0,- 0,- 0,133,2.189,
CORDOBA,Río Cuarto,Bulnes,14098060,50,- 0,- 0,- 0,- 0,1,- 0,- 0,51,
CORDOBA,Río Cuarto,Chaján,14098070,- 0,- 0,- 0,78,- 0,1,- 0,- 0,79,
CORDOBA,Río Cuarto,Chucul,14098080,19,- 0,- 0,3,- 0,- 0,- 0,74,96,
CORDOBA,Río Cuarto,Coronel Moldes,14098100,501,- 0,- 0,- 0,1.340,- 0,- 0,- 0,1.841,
CORDOBA,Río Cuarto,Elena,14098110,139,- 0,- 0,596,- 0,- 0,- 0,86,821,
CORDOBA,Río Cuarto,La Carolina,14098120,7,- 0,- 0,- 0,- 0,2,- 0,66,75,
CORDOBA,Río Cuarto,Las Acequias,14098150,422,- 0,- 0,8,- 0,- 0,- 0,- 0,430,
CORDOBA,Río Cuarto,LAS ALBAHACAS,14098160,9,- 0,- 0,- 0,14,- 0,- 0,- 0,23,
CORDOBA,Río Cuarto,Las Higueras,14098170,256,573,- 0,645,- 0,- 0,- 0,- 0,1.474,
CORDOBA,Río Cuarto,Las Peñas,14098180,5,- 0,- 0,- 0,- 0,- 0,- 0,25,30,
CORDOBA,Río Cuarto,Las Vertientes,14098190,48,- 0,- 0,25,- 0,- 0,- 0,- 0,73,
CORDOBA,Río Cuarto,Malena,14098200,1,- 0,- 0,- 0,- 0,- 0,- 0,- 0,1,
CORDOBA,Río Cuarto,OTROS,Sin Datos,- 0,- 0,- 0,1,30,- 0,- 0,- 0,31,
CORDOBA,Río Cuarto,Río Cuarto,14098230,6.460,39.139,1,18.376,- 0,6,- 0,1.254,65.236,
CORDOBA,Río Cuarto,SAMPACHO,14098240,588,- 0,- 0,29,1.070,- 0,- 0,219,1.906,
CORDOBA,Río Cuarto,San Basilio,14098250,37,- 0,- 0,865,- 0,1,- 0,- 0,903,
CORDOBA,Río Cuarto,Santa Catalina (Est. Holmberg),14098260,456,- 0,- 0,511,- 0,- 0,- 0,178,1.145,
CORDOBA,Río Cuarto,Vicuña Mackenna,14098290,2.268,1.472,- 0,71,- 0,1,- 0,- 0,3.812,
CORDOBA,Río Cuarto,VILLA EL CHACAY,14098300,- 0,- 0,- 0,- 0,4,- 0,- 0,- 0,4,
CORDOBA,Río Cuarto,Washington,14098320,- 0,- 0,- 0,- 0,- 0,- 0,- 0,38,38,
CORDOBA,Río Cuarto,Coronel Baigorria,14098090,- 0,- 0,- 0,- 0,- 0,- 0,- 0,74,74,
CORDOBA,Río Primero,Cañada de Machado,14105020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,11,11,
CORDOBA,Río Primero,Esquina,14105090,- 0,- 0,- 0,56,- 0,1,- 0,- 0,57,
CORDOBA,Río Primero,La Para,14105110,- 0,1.167,- 0,4,- 0,1,- 0,154,1.326,
CORDOBA,Río Primero,La Puerta,14105130,- 0,- 0,- 0,1,- 0,- 0,- 0,100,101,
CORDOBA,Río Primero,Montecristo,14105190,217,- 0,- 0,1.331,- 0,2,- 0,185,1.735,
CORDOBA,Río Primero,OTROS,Sin Datos,- 0,- 0,- 0,- 0,- 0,- 0,- 0,20,20,
CORDOBA,Río Primero,Piquillín,14105210,158,- 0,- 0,- 0,- 0,- 0,- 0,- 0,158,
CORDOBA,Río Primero,Río Primero,14105240,1.206,- 0,- 0,703,- 0,- 0,- 0,187,2.096,
CORDOBA,Río Primero,Santa Rosa de Río Primero,14105260,363,- 0,- 0,806,- 0,- 0,- 0,339,1.508,
CORDOBA,Río Primero,Villa Fontana,14105270,- 0,- 0,- 0,170,- 0,- 0,- 0,231,401,
CORDOBA,Río Primero,Diego de Rojas,14105060,- 0,- 0,- 0,1,- 0,- 0,- 0,- 0,1,
CORDOBA,Río Primero,La Quinta,14105140,- 0,- 0,- 0,- 0,- 0,- 0,- 0,20,20,
CORDOBA,Río Seco,Sebastián Elcano,14112110,- 0,- 0,- 0,2,- 0,- 0,- 0,- 0,2,
CORDOBA,Río Seco,Villa de María,14112130,- 0,610,- 0,- 0,427,- 0,- 0,242,1.279,
